0.00.083.738 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.085.251 I srv    load_model: loading model '/Users/sgj/.lmstudio/models/deepreinforce-ai/Ornith-1.0-9B-GGUF/ornith-1.0-9b-Q4_K_M.gguf'
0.00.876.386 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 37632, kv_unified = 'false'
0.00.889.029 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.00.889.036 I srv  llama_server: model loaded
0.00.889.037 I srv  llama_server: listening on http://127.0.0.1:8080
0.03.131.859 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
196.50.542.003 I slot print_timing: id  0 | task 237442 |       total time =   11661.23 ms /  2173 tokens
196.50.542.003 I slot print_timing: id  0 | task 237442 |    graphs reused =     233493
196.50.542.505 I slot      release: id  0 | task 237442 | stop processing: n_tokens = 26147, truncated = 0
196.50.583.022 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 509587701437
196.50.583.850 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 871.732 MiB)
196.50.583.854 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1193.153 MiB)
196.50.664.956 I slot launch_slot_: id  0 | task 237510 | processing task, is_child = 0
196.55.995.999 I slot print_timing: id  0 | task 237510 | prompt processing, n_tokens =   2048, progress = 0.16, t =   5.33 s / 384.17 tokens per second
197.02.709.292 I slot print_timing: id  0 | task 237510 | prompt processing, n_tokens =   4096, progress = 0.24, t =  12.04 s / 340.08 tokens per second
197.09.615.483 I slot print_timing: id  0 | task 237510 | prompt processing, n_tokens =   6144, progress = 0.31, t =  18.95 s / 324.21 tokens per second
197.16.677.750 I slot print_timing: id  0 | task 237510 | prompt processing, n_tokens =   8192, progress = 0.39, t =  26.01 s / 314.92 tokens per second
197.18.474.996 I slot print_timing: id  0 | task 237510 | prompt processing, n_tokens =   8682, progress = 0.41, t =  27.81 s / 312.19 tokens per second
197.25.676.313 I slot print_timing: id  0 | task 237510 | prompt processing, n_tokens =  10495, progress = 0.48, t =  35.01 s / 299.76 tokens per second
197.32.233.843 I slot print_timing: id  0 | task 237510 | prompt processing, n_tokens =  12543, progress = 0.56, t =  41.57 s / 301.74 tokens per second
197.39.749.480 I slot print_timing: id  0 | task 237510 | prompt processing, n_tokens =  14591, progress = 0.64, t =  49.08 s / 297.26 tokens per second
197.47.460.780 I slot print_timing: id  0 | task 237510 | prompt processing, n_tokens =  16639, progress = 0.72, t =  56.80 s / 292.96 tokens per second
197.55.334.240 I slot print_timing: id  0 | task 237510 | prompt processing, n_tokens =  18337, progress = 0.78, t =  64.67 s / 283.55 tokens per second
198.02.207.552 I slot print_timing: id  0 | task 237510 | prompt processing, n_tokens =  20178, progress = 0.85, t =  71.54 s / 282.04 tokens per second
198.09.646.158 I slot print_timing: id  0 | task 237510 | prompt processing, n_tokens =  22226, progress = 0.93, t =  78.98 s / 281.41 tokens per second
198.11.726.022 I slot print_timing: id  0 | task 237510 | prompt processing, n_tokens =  22334, progress = 0.94, t =  81.06 s / 275.52 tokens per second
198.16.474.200 I slot print_timing: id  0 | task 237510 | prompt processing, n_tokens =  23450, progress = 0.98, t =  85.81 s / 273.28 tokens per second
198.16.882.587 I slot print_timing: id  0 | task 237510 | prompt processing, n_tokens =  23962, progress = 1.00, t =  86.22 s / 277.92 tokens per second
198.21.468.786 I slot print_timing: id  0 | task 237510 | prompt eval time =   88446.11 ms / 23966 tokens (    3.69 ms per token,   270.97 tokens per second)
198.21.468.788 I slot print_timing: id  0 | task 237510 |        eval time =    2357.71 ms /    73 tokens (   32.30 ms per token,    30.96 tokens per second)
198.21.468.788 I slot print_timing: id  0 | task 237510 |       total time =   90803.82 ms / 24039 tokens
198.21.468.789 I slot print_timing: id  0 | task 237510 |    graphs reused =     233564
198.21.469.284 I slot      release: id  0 | task 237510 | stop processing: n_tokens = 26052, truncated = 0
198.21.511.564 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 509678628215
198.21.512.384 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1604.654 MiB)
198.21.584.233 I slot launch_slot_: id  0 | task 237599 | processing task, is_child = 0
198.26.871.679 I slot print_timing: id  0 | task 237599 | prompt processing, n_tokens =   2048, progress = 0.15, t =   5.29 s / 387.33 tokens per second
198.33.505.710 I slot print_timing: id  0 | task 237599 | prompt processing, n_tokens =   4096, progress = 0.22, t =  11.92 s / 343.58 tokens per second
198.40.315.024 I slot print_timing: id  0 | task 237599 | prompt processing, n_tokens =   6144, progress = 0.30, t =  18.73 s / 328.02 tokens per second
198.47.362.119 I slot print_timing: id  0 | task 237599 | prompt processing, n_tokens =   8192, progress = 0.37, t =  25.78 s / 317.79 tokens per second
198.54.629.174 I slot print_timing: id  0 | task 237599 | prompt processing, n_tokens =   9755, progress = 0.43, t =  33.04 s / 295.20 tokens per second
199.00.284.698 I slot print_timing: id  0 | task 237599 | prompt processing, n_tokens =  11754, progress = 0.50, t =  38.70 s / 303.72 tokens per second
199.07.629.066 I slot print_timing: id  0 | task 237599 | prompt processing, n_tokens =  13802, progress = 0.58, t =  46.04 s / 299.75 tokens per second
199.15.334.023 I slot print_timing: id  0 | task 237599 | prompt processing, n_tokens =  15850, progress = 0.66, t =  53.75 s / 294.88 tokens per second
199.23.230.559 I slot print_timing: id  0 | task 237599 | prompt processing, n_tokens =  17898, progress = 0.73, t =  61.65 s / 290.33 tokens per second
199.31.340.027 I slot print_timing: id  0 | task 237599 | prompt processing, n_tokens =  19438, progress = 0.79, t =  69.76 s / 278.66 tokens per second
199.33.484.223 I slot print_timing: id  0 | task 237599 | prompt processing, n_tokens =  19964, progress = 0.81, t =  71.90 s / 277.66 tokens per second
199.39.877.457 I slot print_timing: id  0 | task 237599 | prompt processing, n_tokens =  22012, progress = 0.88, t =  78.29 s / 281.15 tokens per second
199.46.213.379 I slot print_timing: id  0 | task 237599 | prompt processing, n_tokens =  23273, progress = 0.93, t =  84.63 s / 275.00 tokens per second
199.51.597.341 I slot print_timing: id  0 | task 237599 | prompt processing, n_tokens =  24736, progress = 0.98, t =  90.01 s / 274.80 tokens per second
199.53.513.222 I slot print_timing: id  0 | task 237599 | prompt processing, n_tokens =  25248, progress = 1.00, t =  91.93 s / 274.65 tokens per second
199.58.128.444 I slot print_timing: id  0 | task 237599 | prompt eval time =   94211.40 ms / 25252 tokens (    3.73 ms per token,   268.04 tokens per second)
199.58.128.447 I slot print_timing: id  0 | task 237599 |        eval time =    2332.80 ms /    71 tokens (   32.86 ms per token,    30.44 tokens per second)
199.58.128.448 I slot print_timing: id  0 | task 237599 |       total time =   96544.20 ms / 25323 tokens
199.58.128.448 I slot print_timing: id  0 | task 237599 |    graphs reused =     233633
199.58.129.034 I slot      release: id  0 | task 237599 | stop processing: n_tokens = 27336, truncated = 0
199.58.169.760 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 509775287965
199.58.170.617 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1306.559 MiB)
199.58.242.604 I slot launch_slot_: id  0 | task 237686 | processing task, is_child = 0
200.03.646.602 I slot print_timing: id  0 | task 237686 | prompt processing, n_tokens =   2048, progress = 0.16, t =   5.40 s / 378.98 tokens per second
200.10.359.913 I slot print_timing: id  0 | task 237686 | prompt processing, n_tokens =   4096, progress = 0.24, t =  12.12 s / 338.03 tokens per second
200.17.257.608 I slot print_timing: id  0 | task 237686 | prompt processing, n_tokens =   6144, progress = 0.32, t =  19.01 s / 323.11 tokens per second
200.24.328.579 I slot print_timing: id  0 | task 237686 | prompt processing, n_tokens =   8192, progress = 0.40, t =  26.09 s / 314.04 tokens per second
200.31.601.870 I slot print_timing: id  0 | task 237686 | prompt processing, n_tokens =  10002, progress = 0.47, t =  33.36 s / 299.83 tokens per second
200.38.214.844 I slot print_timing: id  0 | task 237686 | prompt processing, n_tokens =  12007, progress = 0.55, t =  39.97 s / 300.38 tokens per second
200.45.709.657 I slot print_timing: id  0 | task 237686 | prompt processing, n_tokens =  14055, progress = 0.63, t =  47.47 s / 296.10 tokens per second
200.53.503.745 I slot print_timing: id  0 | task 237686 | prompt processing, n_tokens =  16103, progress = 0.71, t =  55.26 s / 291.40 tokens per second
201.02.235.553 I slot print_timing: id  0 | task 237686 | prompt processing, n_tokens =  18151, progress = 0.79, t =  63.99 s / 283.64 tokens per second
201.08.347.246 I slot print_timing: id  0 | task 237686 | prompt processing, n_tokens =  19663, progress = 0.85, t =  70.10 s / 280.48 tokens per second
201.16.780.152 I slot print_timing: id  0 | task 237686 | prompt processing, n_tokens =  21689, progress = 0.93, t =  78.54 s / 276.16 tokens per second
201.23.188.391 I slot print_timing: id  0 | task 237686 | prompt processing, n_tokens =  22985, progress = 0.98, t =  84.95 s / 270.58 tokens per second
201.24.384.416 I slot print_timing: id  0 | task 237686 | prompt processing, n_tokens =  23497, progress = 1.00, t =  86.14 s / 272.77 tokens per second
201.28.860.061 I slot print_timing: id  0 | task 237686 | prompt eval time =   88416.33 ms / 23501 tokens (    3.76 ms per token,   265.80 tokens per second)
201.28.860.070 I slot print_timing: id  0 | task 237686 |        eval time =    2201.11 ms /    65 tokens (   33.86 ms per token,    29.53 tokens per second)
201.28.860.072 I slot print_timing: id  0 | task 237686 |       total time =   90617.43 ms / 23566 tokens
201.28.860.074 I slot print_timing: id  0 | task 237686 |    graphs reused =     233696
201.28.862.505 I slot      release: id  0 | task 237686 | stop processing: n_tokens = 25579, truncated = 0
201.28.943.127 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.107 (> 0.100 thold), f_keep = 0.107
201.28.943.992 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1350.586 MiB)
201.28.997.780 I slot launch_slot_: id  0 | task 237765 | processing task, is_child = 0
201.34.359.931 I slot print_timing: id  0 | task 237765 | prompt processing, n_tokens =   2048, progress = 0.16, t =   5.36 s / 381.94 tokens per second
201.41.140.655 I slot print_timing: id  0 | task 237765 | prompt processing, n_tokens =   4096, progress = 0.24, t =  12.14 s / 337.32 tokens per second
201.48.113.519 I slot print_timing: id  0 | task 237765 | prompt processing, n_tokens =   6144, progress = 0.32, t =  19.12 s / 321.41 tokens per second
201.55.275.086 I slot print_timing: id  0 | task 237765 | prompt processing, n_tokens =   8192, progress = 0.40, t =  26.28 s / 311.75 tokens per second
201.57.094.264 I slot print_timing: id  0 | task 237765 | prompt processing, n_tokens =   8200, progress = 0.40, t =  28.10 s / 291.85 tokens per second
202.02.814.417 I slot print_timing: id  0 | task 237765 | prompt processing, n_tokens =  10205, progress = 0.48, t =  33.82 s / 301.77 tokens per second
202.07.075.017 W srv          stop: cancel task, id_task = 237765
202.11.133.334 I slot      release: id  0 | task 237765 | stop processing: n_tokens = 14267, truncated = 0
202.15.433.904 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.623 (> 0.100 thold), f_keep = 0.106
202.15.434.371 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1640.180 MiB)
202.15.454.211 I slot launch_slot_: id  0 | task 237774 | processing task, is_child = 0
202.21.467.812 I slot print_timing: id  0 | task 237774 | n_decoded =    104, tg =  34.45 t/s, tg_3s =  34.45 t/s
202.21.748.835 I slot print_timing: id  0 | task 237774 | prompt eval time =    2994.67 ms /   933 tokens (    3.21 ms per token,   311.55 tokens per second)
202.21.748.837 I slot print_timing: id  0 | task 237774 |        eval time =    3299.94 ms /   113 tokens (   29.20 ms per token,    34.24 tokens per second)
202.21.748.838 I slot print_timing: id  0 | task 237774 |       total time =    6294.61 ms /  1046 tokens
202.21.748.838 I slot print_timing: id  0 | task 237774 |    graphs reused =     233807
202.21.748.915 I slot      release: id  0 | task 237774 | stop processing: n_tokens = 2549, truncated = 0
202.21.762.214 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.908 (> 0.100 thold), f_keep = 0.956
202.21.762.327 I slot launch_slot_: id  0 | task 237890 | processing task, is_child = 0
202.25.481.865 I slot print_timing: id  0 | task 237890 | prompt processing, n_tokens =   1175, progress = 1.00, t =   3.72 s / 315.90 tokens per second
202.28.368.901 I slot print_timing: id  0 | task 237890 | prompt eval time =    4472.46 ms /  1179 tokens (    3.79 ms per token,   263.61 tokens per second)
202.28.368.904 I slot print_timing: id  0 | task 237890 |        eval time =    2134.11 ms /    76 tokens (   28.08 ms per token,    35.61 tokens per second)
202.28.368.904 I slot print_timing: id  0 | task 237890 |       total time =    6606.57 ms /  1255 tokens
202.28.368.905 I slot print_timing: id  0 | task 237890 |    graphs reused =     233881
202.28.368.987 I slot      release: id  0 | task 237890 | stop processing: n_tokens = 2758, truncated = 0
202.28.384.116 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.727 (> 0.100 thold), f_keep = 0.972
202.28.384.232 I slot launch_slot_: id  0 | task 237970 | processing task, is_child = 0
202.34.812.395 I slot print_timing: id  0 | task 237970 | prompt eval time =    4394.52 ms /  1195 tokens (    3.68 ms per token,   271.93 tokens per second)
202.34.812.398 I slot print_timing: id  0 | task 237970 |        eval time =    2033.63 ms /    72 tokens (   28.24 ms per token,    35.40 tokens per second)
202.34.812.398 I slot print_timing: id  0 | task 237970 |       total time =    6428.16 ms /  1267 tokens
202.34.812.399 I slot print_timing: id  0 | task 237970 |    graphs reused =     233951
202.34.812.510 I slot      release: id  0 | task 237970 | stop processing: n_tokens = 3759, truncated = 0
202.34.829.183 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.791 (> 0.100 thold), f_keep = 0.981
202.34.829.300 I slot launch_slot_: id  0 | task 238046 | processing task, is_child = 0
202.38.470.818 I slot print_timing: id  0 | task 238046 | prompt processing, n_tokens =   1405, progress = 0.89, t =   3.64 s / 385.83 tokens per second
202.39.851.294 I slot print_timing: id  0 | task 238046 | prompt processing, n_tokens =   1917, progress = 1.00, t =   5.02 s / 381.72 tokens per second
202.44.007.381 I slot print_timing: id  0 | task 238046 | prompt eval time =    6813.27 ms /  1921 tokens (    3.55 ms per token,   281.95 tokens per second)
202.44.007.383 I slot print_timing: id  0 | task 238046 |        eval time =    2364.81 ms /    83 tokens (   28.49 ms per token,    35.10 tokens per second)
202.44.007.384 I slot print_timing: id  0 | task 238046 |       total time =    9178.07 ms /  2004 tokens
202.44.007.384 I slot print_timing: id  0 | task 238046 |    graphs reused =     234032
202.44.007.519 I slot      release: id  0 | task 238046 | stop processing: n_tokens = 4744, truncated = 0
202.44.025.080 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.827 (> 0.100 thold), f_keep = 0.983
202.44.025.197 I slot launch_slot_: id  0 | task 238133 | processing task, is_child = 0
202.47.628.101 I slot print_timing: id  0 | task 238133 | prompt processing, n_tokens =   1378, progress = 0.91, t =   3.60 s / 382.47 tokens per second
202.49.039.082 I slot print_timing: id  0 | task 238133 | prompt processing, n_tokens =   1890, progress = 1.00, t =   5.01 s / 376.95 tokens per second
202.52.819.165 I slot print_timing: id  0 | task 238133 | prompt eval time =    6819.88 ms /  1894 tokens (    3.60 ms per token,   277.72 tokens per second)
202.52.819.167 I slot print_timing: id  0 | task 238133 |        eval time =    1974.09 ms /    69 tokens (   28.61 ms per token,    34.95 tokens per second)
202.52.819.168 I slot print_timing: id  0 | task 238133 |       total time =    8793.96 ms /  1963 tokens
202.52.819.168 I slot print_timing: id  0 | task 238133 |    graphs reused =     234099
202.52.819.317 I slot      release: id  0 | task 238133 | stop processing: n_tokens = 5704, truncated = 0
202.52.838.056 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.709 (> 0.100 thold), f_keep = 0.811
202.52.838.177 I slot launch_slot_: id  0 | task 238206 | processing task, is_child = 0
202.58.179.835 I slot print_timing: id  0 | task 238206 | prompt processing, n_tokens =   1920, progress = 0.87, t =   5.34 s / 359.44 tokens per second
202.59.482.724 I slot print_timing: id  0 | task 238206 | prompt processing, n_tokens =   2268, progress = 0.92, t =   6.64 s / 341.33 tokens per second
203.00.674.148 I slot print_timing: id  0 | task 238206 | prompt processing, n_tokens =   2780, progress = 1.00, t =   7.84 s / 354.77 tokens per second
203.04.799.055 I slot print_timing: id  0 | task 238206 | prompt eval time =    9645.76 ms /  2784 tokens (    3.46 ms per token,   288.62 tokens per second)
203.04.799.058 I slot print_timing: id  0 | task 238206 |        eval time =    2315.10 ms /    80 tokens (   28.94 ms per token,    34.56 tokens per second)
203.04.799.058 I slot print_timing: id  0 | task 238206 |       total time =   11960.87 ms /  2864 tokens
203.04.799.059 I slot print_timing: id  0 | task 238206 |    graphs reused =     234177
203.04.799.225 I slot      release: id  0 | task 238206 | stop processing: n_tokens = 6605, truncated = 0
203.04.817.914 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.986 (> 0.100 thold), f_keep = 0.988
203.04.818.032 I slot launch_slot_: id  0 | task 238290 | processing task, is_child = 0
203.08.345.539 I slot print_timing: id  0 | task 238290 | prompt processing, n_tokens =    950, progress = 1.00, t =   3.53 s / 269.31 tokens per second
203.10.130.619 I slot print_timing: id  0 | task 238290 | prompt eval time =    3759.71 ms /   954 tokens (    3.94 ms per token,   253.74 tokens per second)
203.10.130.622 I slot print_timing: id  0 | task 238290 |        eval time =    1552.87 ms /    54 tokens (   28.76 ms per token,    34.77 tokens per second)
203.10.130.623 I slot print_timing: id  0 | task 238290 |       total time =    5312.58 ms /  1008 tokens
203.10.130.623 I slot print_timing: id  0 | task 238290 |    graphs reused =     234228
203.10.130.791 I slot      release: id  0 | task 238290 | stop processing: n_tokens = 6669, truncated = 0
203.10.149.937 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.970 (> 0.100 thold), f_keep = 0.973
203.10.150.054 I slot launch_slot_: id  0 | task 238348 | processing task, is_child = 0
203.13.727.755 I slot print_timing: id  0 | task 238348 | prompt processing, n_tokens =   1026, progress = 1.00, t =   3.58 s / 286.78 tokens per second
203.16.174.085 I slot print_timing: id  0 | task 238348 | prompt eval time =    3921.71 ms /  1030 tokens (    3.81 ms per token,   262.64 tokens per second)
203.16.174.088 I slot print_timing: id  0 | task 238348 |        eval time =    2102.32 ms /    73 tokens (   28.80 ms per token,    34.72 tokens per second)
203.16.174.090 I slot print_timing: id  0 | task 238348 |       total time =    6024.02 ms /  1103 tokens
203.16.174.090 I slot print_timing: id  0 | task 238348 |    graphs reused =     234299
203.16.174.262 I slot      release: id  0 | task 238348 | stop processing: n_tokens = 6764, truncated = 0
203.16.194.456 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.928 (> 0.100 thold), f_keep = 0.989
203.16.194.578 I slot launch_slot_: id  0 | task 238425 | processing task, is_child = 0
203.20.527.246 I slot print_timing: id  0 | task 238425 | prompt eval time =    2363.02 ms /   574 tokens (    4.12 ms per token,   242.91 tokens per second)
203.20.527.248 I slot print_timing: id  0 | task 238425 |        eval time =    1969.64 ms /    67 tokens (   29.40 ms per token,    34.02 tokens per second)
203.20.527.249 I slot print_timing: id  0 | task 238425 |       total time =    4332.66 ms /   641 tokens
203.20.527.249 I slot print_timing: id  0 | task 238425 |    graphs reused =     234364
203.20.527.429 I slot      release: id  0 | task 238425 | stop processing: n_tokens = 7273, truncated = 0
203.20.548.060 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.917 (> 0.100 thold), f_keep = 0.991
203.20.548.179 I slot launch_slot_: id  0 | task 238496 | processing task, is_child = 0
203.26.963.061 I slot print_timing: id  0 | task 238496 | prompt eval time =    4239.26 ms /  1111 tokens (    3.82 ms per token,   262.07 tokens per second)
203.26.963.065 I slot print_timing: id  0 | task 238496 |        eval time =    2175.61 ms /    75 tokens (   29.01 ms per token,    34.47 tokens per second)
203.26.963.066 I slot print_timing: id  0 | task 238496 |       total time =    6414.87 ms /  1186 tokens
203.26.963.066 I slot print_timing: id  0 | task 238496 |    graphs reused =     234437
203.26.963.257 I slot      release: id  0 | task 238496 | stop processing: n_tokens = 7928, truncated = 0
203.26.985.989 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.824 (> 0.100 thold), f_keep = 0.840
203.26.986.109 I slot launch_slot_: id  0 | task 238575 | processing task, is_child = 0
203.30.417.678 I slot print_timing: id  0 | task 238575 | prompt processing, n_tokens =   1251, progress = 0.98, t =   3.43 s / 364.56 tokens per second
203.31.639.885 I slot print_timing: id  0 | task 238575 | prompt processing, n_tokens =   1440, progress = 1.00, t =   4.65 s / 309.43 tokens per second
203.34.551.083 I slot print_timing: id  0 | task 238575 | prompt eval time =    5429.45 ms /  1444 tokens (    3.76 ms per token,   265.96 tokens per second)
203.34.551.085 I slot print_timing: id  0 | task 238575 |        eval time =    2135.52 ms /    74 tokens (   28.86 ms per token,    34.65 tokens per second)
203.34.551.086 I slot print_timing: id  0 | task 238575 |       total time =    7564.96 ms /  1518 tokens
203.34.551.086 I slot print_timing: id  0 | task 238575 |    graphs reused =     234509
203.34.551.281 I slot      release: id  0 | task 238575 | stop processing: n_tokens = 8150, truncated = 0
203.34.573.982 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.877 (> 0.100 thold), f_keep = 0.991
203.34.574.100 I slot launch_slot_: id  0 | task 238653 | processing task, is_child = 0
203.37.663.848 I slot print_timing: id  0 | task 238653 | prompt processing, n_tokens =   1322, progress = 1.00, t =   3.09 s / 427.87 tokens per second
203.41.675.639 I slot print_timing: id  0 | task 238653 | prompt eval time =    4987.79 ms /  1326 tokens (    3.76 ms per token,   265.85 tokens per second)
203.41.675.648 I slot print_timing: id  0 | task 238653 |        eval time =    2113.73 ms /    69 tokens (   30.63 ms per token,    32.64 tokens per second)
203.41.675.650 I slot print_timing: id  0 | task 238653 |       total time =    7101.52 ms /  1395 tokens
203.41.675.652 I slot print_timing: id  0 | task 238653 |    graphs reused =     234575
203.41.676.656 I slot      release: id  0 | task 238653 | stop processing: n_tokens = 9278, truncated = 0
203.41.732.687 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.897 (> 0.100 thold), f_keep = 0.993
203.41.732.875 I slot launch_slot_: id  0 | task 238726 | processing task, is_child = 0
203.45.446.724 I slot print_timing: id  0 | task 238726 | prompt processing, n_tokens =   1130, progress = 0.90, t =   3.71 s / 304.27 tokens per second
203.45.904.556 I slot print_timing: id  0 | task 238726 | prompt processing, n_tokens =   1617, progress = 0.95, t =   4.17 s / 387.61 tokens per second
203.47.667.892 I slot print_timing: id  0 | task 238726 | prompt processing, n_tokens =   2129, progress = 1.00, t =   5.93 s / 358.72 tokens per second
203.51.661.385 I slot print_timing: id  0 | task 238726 | prompt eval time =    7819.36 ms /  2133 tokens (    3.67 ms per token,   272.78 tokens per second)
203.51.661.388 I slot print_timing: id  0 | task 238726 |        eval time =    2109.14 ms /    72 tokens (   29.29 ms per token,    34.14 tokens per second)
203.51.661.388 I slot print_timing: id  0 | task 238726 |       total time =    9928.50 ms /  2205 tokens
203.51.661.389 I slot print_timing: id  0 | task 238726 |    graphs reused =     234645
203.51.661.639 I slot      release: id  0 | task 238726 | stop processing: n_tokens = 10339, truncated = 0
203.51.686.710 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.912 (> 0.100 thold), f_keep = 0.993
203.51.686.830 I slot launch_slot_: id  0 | task 238802 | processing task, is_child = 0
203.55.486.258 I slot print_timing: id  0 | task 238802 | prompt processing, n_tokens =   1059, progress = 0.92, t =   3.80 s / 278.73 tokens per second
203.55.718.831 I slot print_timing: id  0 | task 238802 | prompt processing, n_tokens =   1478, progress = 0.95, t =   4.03 s / 366.57 tokens per second
203.57.280.893 I slot print_timing: id  0 | task 238802 | prompt processing, n_tokens =   1990, progress = 1.00, t =   5.59 s / 355.73 tokens per second
204.01.242.624 I slot print_timing: id  0 | task 238802 | prompt eval time =    7489.90 ms /  1994 tokens (    3.76 ms per token,   266.23 tokens per second)
204.01.242.626 I slot print_timing: id  0 | task 238802 |        eval time =    2065.89 ms /    70 tokens (   29.51 ms per token,    33.88 tokens per second)
204.01.242.626 I slot print_timing: id  0 | task 238802 |       total time =    9555.79 ms /  2064 tokens
204.01.242.627 I slot print_timing: id  0 | task 238802 |    graphs reused =     234712
204.01.242.884 I slot      release: id  0 | task 238802 | stop processing: n_tokens = 11328, truncated = 0
204.01.269.308 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.915 (> 0.100 thold), f_keep = 0.994
204.01.269.451 I slot launch_slot_: id  0 | task 238876 | processing task, is_child = 0
204.05.000.561 I slot print_timing: id  0 | task 238876 | prompt processing, n_tokens =   1464, progress = 0.96, t =   3.73 s / 392.38 tokens per second
204.06.719.116 I slot print_timing: id  0 | task 238876 | prompt processing, n_tokens =   1976, progress = 1.00, t =   5.45 s / 362.59 tokens per second
204.10.889.409 I slot print_timing: id  0 | task 238876 | prompt eval time =    7360.53 ms /  1980 tokens (    3.72 ms per token,   269.00 tokens per second)
204.10.889.411 I slot print_timing: id  0 | task 238876 |        eval time =    2259.41 ms /    76 tokens (   29.73 ms per token,    33.64 tokens per second)
204.10.889.411 I slot print_timing: id  0 | task 238876 |       total time =    9619.94 ms /  2056 tokens
204.10.889.412 I slot print_timing: id  0 | task 238876 |    graphs reused =     234786
204.10.889.692 I slot      release: id  0 | task 238876 | stop processing: n_tokens = 12379, truncated = 0
204.10.917.220 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.610 (> 0.100 thold), f_keep = 0.650
204.10.917.342 I slot launch_slot_: id  0 | task 238956 | processing task, is_child = 0
204.16.434.548 I slot print_timing: id  0 | task 238956 | prompt processing, n_tokens =   2048, progress = 0.75, t =   5.52 s / 371.20 tokens per second
204.23.516.850 I slot print_timing: id  0 | task 238956 | prompt processing, n_tokens =   4096, progress = 0.91, t =  12.60 s / 325.09 tokens per second
204.25.307.838 I slot print_timing: id  0 | task 238956 | prompt processing, n_tokens =   4448, progress = 0.94, t =  14.39 s / 309.09 tokens per second
204.26.554.395 I slot print_timing: id  0 | task 238956 | prompt processing, n_tokens =   4776, progress = 0.96, t =  15.64 s / 305.43 tokens per second
204.27.780.186 I slot print_timing: id  0 | task 238956 | prompt processing, n_tokens =   5288, progress = 1.00, t =  16.86 s / 313.59 tokens per second
204.32.068.282 I slot print_timing: id  0 | task 238956 | prompt eval time =   18792.67 ms /  5292 tokens (    3.55 ms per token,   281.60 tokens per second)
204.32.068.285 I slot print_timing: id  0 | task 238956 |        eval time =    2358.26 ms /    79 tokens (   29.85 ms per token,    33.50 tokens per second)
204.32.068.286 I slot print_timing: id  0 | task 238956 |       total time =   21150.93 ms /  5371 tokens
204.32.068.286 I slot print_timing: id  0 | task 238956 |    graphs reused =     234863
204.32.068.583 I slot      release: id  0 | task 238956 | stop processing: n_tokens = 13254, truncated = 0
204.32.097.668 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.937 (> 0.100 thold), f_keep = 0.994
204.32.097.792 I slot launch_slot_: id  0 | task 239041 | processing task, is_child = 0
204.35.652.504 I slot print_timing: id  0 | task 239041 | prompt processing, n_tokens =   1217, progress = 0.96, t =   3.55 s / 342.36 tokens per second
204.36.827.056 I slot print_timing: id  0 | task 239041 | prompt processing, n_tokens =   1729, progress = 1.00, t =   4.73 s / 365.60 tokens per second
204.40.751.698 I slot print_timing: id  0 | task 239041 | prompt eval time =    6684.53 ms /  1733 tokens (    3.86 ms per token,   259.26 tokens per second)
204.40.751.701 I slot print_timing: id  0 | task 239041 |        eval time =    1969.37 ms /    66 tokens (   29.84 ms per token,    33.51 tokens per second)
